year,month,service_type,url,has_parquet,http_status,content_length,checked_at,notes
2022,9,yellow,https://d37ci6vzurychx.cloudfront.net/trip-data/yellow_tripdata_2022-09.parquet,False,403,919,2025-09-25T00:52:30Z,missing
2022,9,green,https://d37ci6vzurychx.cloudfront.net/trip-data/green_tripdata_2022-09.parquet,False,403,919,2025-09-25T00:52:30Z,missing
2022,10,yellow,https://d37ci6vzurychx.cloudfront.net/trip-data/yellow_tripdata_2022-10.parquet,False,403,919,2025-09-25T00:52:30Z,missing
2022,10,green,https://d37ci6vzurychx.cloudfront.net/trip-data/green_tripdata_2022-10.parquet,False,403,919,2025-09-25T00:52:30Z,missing
2022,11,yellow,https://d37ci6vzurychx.cloudfront.net/trip-data/yellow_tripdata_2022-11.parquet,False,403,919,2025-09-25T00:52:30Z,missing
2022,11,green,https://d37ci6vzurychx.cloudfront.net/trip-data/green_tripdata_2022-11.parquet,False,403,919,2025-09-25T00:52:30Z,missing
2022,12,yellow,https://d37ci6vzurychx.cloudfront.net/trip-data/yellow_tripdata_2022-12.parquet,False,403,919,2025-09-25T00:52:30Z,missing
2022,12,green,https://d37ci6vzurychx.cloudfront.net/trip-data/green_tripdata_2022-12.parquet,False,403,919,2025-09-25T00:52:30Z,missing
2023,1,yellow,https://d37ci6vzurychx.cloudfront.net/trip-data/yellow_tripdata_2023-01.parquet,False,403,919,2025-09-25T00:52:30Z,missing
2023,1,green,https://d37ci6vzurychx.cloudfront.net/trip-data/green_tripdata_2023-01.parquet,False,403,919,2025-09-25T00:52:30Z,missing
2023,2,yellow,https://d37ci6vzurychx.cloudfront.net/trip-data/yellow_tripdata_2023-02.parquet,False,403,919,2025-09-25T00:52:30Z,missing
2023,2,green,https://d37ci6vzurychx.cloudfront.net/trip-data/green_tripdata_2023-02.parquet,False,403,919,2025-09-25T00:52:30Z,missing
2023,3,yellow,https://d37ci6vzurychx.cloudfront.net/trip-data/yellow_tripdata_2023-03.parquet,False,403,919,2025-09-25T00:52:30Z,missing
2023,3,green,https://d37ci6vzurychx.cloudfront.net/trip-data/green_tripdata_2023-03.parquet,False,403,919,2025-09-25T00:52:30Z,missing
2023,4,yellow,https://d37ci6vzurychx.cloudfront.net/trip-data/yellow_tripdata_2023-04.parquet,False,403,919,2025-09-25T00:52:30Z,missing
2023,4,green,https://d37ci6vzurychx.cloudfront.net/trip-data/green_tripdata_2023-04.parquet,False,403,919,2025-09-25T00:52:30Z,missing
2023,5,yellow,https://d37ci6vzurychx.cloudfront.net/trip-data/yellow_tripdata_2023-05.parquet,False,403,919,2025-09-25T00:52:30Z,missing
2023,5,green,https://d37ci6vzurychx.cloudfront.net/trip-data/green_tripdata_2023-05.parquet,False,403,919,2025-09-25T00:52:30Z,missing
2023,6,yellow,https://d37ci6vzurychx.cloudfront.net/trip-data/yellow_tripdata_2023-06.parquet,False,403,919,2025-09-25T00:52:30Z,missing
2023,6,green,https://d37ci6vzurychx.cloudfront.net/trip-data/green_tripdata_2023-06.parquet,False,403,919,2025-09-25T00:52:30Z,missing
2023,7,yellow,https://d37ci6vzurychx.cloudfront.net/trip-data/yellow_tripdata_2023-07.parquet,False,403,919,2025-09-25T00:52:30Z,missing
2023,7,green,https://d37ci6vzurychx.cloudfront.net/trip-data/green_tripdata_2023-07.parquet,False,403,919,2025-09-25T00:52:30Z,missing
2023,8,yellow,https://d37ci6vzurychx.cloudfront.net/trip-data/yellow_tripdata_2023-08.parquet,False,403,919,2025-09-25T00:52:30Z,missing
2023,8,green,https://d37ci6vzurychx.cloudfront.net/trip-data/green_tripdata_2023-08.parquet,False,403,919,2025-09-25T00:52:30Z,missing
2023,9,yellow,https://d37ci6vzurychx.cloudfront.net/trip-data/yellow_tripdata_2023-09.parquet,False,403,919,2025-09-25T00:52:30Z,missing
2023,9,green,https://d37ci6vzurychx.cloudfront.net/trip-data/green_tripdata_2023-09.parquet,False,403,919,2025-09-25T00:52:30Z,missing
2023,10,yellow,https://d37ci6vzurychx.cloudfront.net/trip-data/yellow_tripdata_2023-10.parquet,False,403,919,2025-09-25T00:52:30Z,missing
2023,10,green,https://d37ci6vzurychx.cloudfront.net/trip-data/green_tripdata_2023-10.parquet,False,403,919,2025-09-25T00:52:30Z,missing
2023,11,yellow,https://d37ci6vzurychx.cloudfront.net/trip-data/yellow_tripdata_2023-11.parquet,False,403,919,2025-09-25T00:52:30Z,missing
2023,11,green,https://d37ci6vzurychx.cloudfront.net/trip-data/green_tripdata_2023-11.parquet,False,403,919,2025-09-25T00:52:30Z,missing
2023,12,yellow,https://d37ci6vzurychx.cloudfront.net/trip-data/yellow_tripdata_2023-12.parquet,False,403,919,2025-09-25T00:52:30Z,missing
2023,12,green,https://d37ci6vzurychx.cloudfront.net/trip-data/green_tripdata_2023-12.parquet,False,403,919,2025-09-25T00:52:30Z,missing
2024,1,yellow,https://d37ci6vzurychx.cloudfront.net/trip-data/yellow_tripdata_2024-01.parquet,False,403,919,2025-09-25T00:52:30Z,missing
2024,1,green,https://d37ci6vzurychx.cloudfront.net/trip-data/green_tripdata_2024-01.parquet,False,403,919,2025-09-25T00:52:30Z,missing
2024,2,yellow,https://d37ci6vzurychx.cloudfront.net/trip-data/yellow_tripdata_2024-02.parquet,False,403,919,2025-09-25T00:52:30Z,missing
2024,2,green,https://d37ci6vzurychx.cloudfront.net/trip-data/green_tripdata_2024-02.parquet,False,403,919,2025-09-25T00:52:30Z,missing
2024,3,yellow,https://d37ci6vzurychx.cloudfront.net/trip-data/yellow_tripdata_2024-03.parquet,False,403,919,2025-09-25T00:52:30Z,missing
2024,3,green,https://d37ci6vzurychx.cloudfront.net/trip-data/green_tripdata_2024-03.parquet,False,403,919,2025-09-25T00:52:30Z,missing
2024,4,yellow,https://d37ci6vzurychx.cloudfront.net/trip-data/yellow_tripdata_2024-04.parquet,False,403,919,2025-09-25T00:52:30Z,missing
2024,4,green,https://d37ci6vzurychx.cloudfront.net/trip-data/green_tripdata_2024-04.parquet,False,403,919,2025-09-25T00:52:30Z,missing
2024,5,yellow,https://d37ci6vzurychx.cloudfront.net/trip-data/yellow_tripdata_2024-05.parquet,False,403,919,2025-09-25T00:52:30Z,missing
2024,5,green,https://d37ci6vzurychx.cloudfront.net/trip-data/green_tripdata_2024-05.parquet,False,403,919,2025-09-25T00:52:30Z,missing
2024,6,yellow,https://d37ci6vzurychx.cloudfront.net/trip-data/yellow_tripdata_2024-06.parquet,False,403,919,2025-09-25T00:52:30Z,missing
2024,6,green,https://d37ci6vzurychx.cloudfront.net/trip-data/green_tripdata_2024-06.parquet,False,403,919,2025-09-25T00:52:30Z,missing
2024,7,yellow,https://d37ci6vzurychx.cloudfront.net/trip-data/yellow_tripdata_2024-07.parquet,False,403,919,2025-09-25T00:52:30Z,missing
2024,7,green,https://d37ci6vzurychx.cloudfront.net/trip-data/green_tripdata_2024-07.parquet,False,403,919,2025-09-25T00:52:30Z,missing
2024,8,yellow,https://d37ci6vzurychx.cloudfront.net/trip-data/yellow_tripdata_2024-08.parquet,False,403,919,2025-09-25T00:52:30Z,missing
2024,8,green,https://d37ci6vzurychx.cloudfront.net/trip-data/green_tripdata_2024-08.parquet,False,403,919,2025-09-25T00:52:30Z,missing
2024,9,yellow,https://d37ci6vzurychx.cloudfront.net/trip-data/yellow_tripdata_2024-09.parquet,False,403,919,2025-09-25T00:52:30Z,missing
2024,9,green,https://d37ci6vzurychx.cloudfront.net/trip-data/green_tripdata_2024-09.parquet,False,403,919,2025-09-25T00:52:30Z,missing
2024,10,yellow,https://d37ci6vzurychx.cloudfront.net/trip-data/yellow_tripdata_2024-10.parquet,False,403,919,2025-09-25T00:52:30Z,missing
2024,10,green,https://d37ci6vzurychx.cloudfront.net/trip-data/green_tripdata_2024-10.parquet,False,403,919,2025-09-25T00:52:30Z,missing
2024,11,yellow,https://d37ci6vzurychx.cloudfront.net/trip-data/yellow_tripdata_2024-11.parquet,False,403,919,2025-09-25T00:52:30Z,missing
2024,11,green,https://d37ci6vzurychx.cloudfront.net/trip-data/green_tripdata_2024-11.parquet,False,403,919,2025-09-25T00:52:30Z,missing
2024,12,yellow,https://d37ci6vzurychx.cloudfront.net/trip-data/yellow_tripdata_2024-12.parquet,False,403,919,2025-09-25T00:52:30Z,missing
2024,12,green,https://d37ci6vzurychx.cloudfront.net/trip-data/green_tripdata_2024-12.parquet,False,403,919,2025-09-25T00:52:30Z,missing
2025,1,yellow,https://d37ci6vzurychx.cloudfront.net/trip-data/yellow_tripdata_2025-01.parquet,False,403,919,2025-09-25T00:52:30Z,missing
2025,1,green,https://d37ci6vzurychx.cloudfront.net/trip-data/green_tripdata_2025-01.parquet,False,403,919,2025-09-25T00:52:30Z,missing
2025,2,yellow,https://d37ci6vzurychx.cloudfront.net/trip-data/yellow_tripdata_2025-02.parquet,False,403,919,2025-09-25T00:52:30Z,missing
2025,2,green,https://d37ci6vzurychx.cloudfront.net/trip-data/green_tripdata_2025-02.parquet,False,403,919,2025-09-25T00:52:30Z,missing
2025,3,yellow,https://d37ci6vzurychx.cloudfront.net/trip-data/yellow_tripdata_2025-03.parquet,False,403,919,2025-09-25T00:52:30Z,missing
2025,3,green,https://d37ci6vzurychx.cloudfront.net/trip-data/green_tripdata_2025-03.parquet,False,403,919,2025-09-25T00:52:30Z,missing
2025,4,yellow,https://d37ci6vzurychx.cloudfront.net/trip-data/yellow_tripdata_2025-04.parquet,False,403,919,2025-09-25T00:52:30Z,missing
2025,4,green,https://d37ci6vzurychx.cloudfront.net/trip-data/green_tripdata_2025-04.parquet,False,403,919,2025-09-25T00:52:30Z,missing
2025,5,yellow,https://d37ci6vzurychx.cloudfront.net/trip-data/yellow_tripdata_2025-05.parquet,False,403,919,2025-09-25T00:52:30Z,missing
2025,5,green,https://d37ci6vzurychx.cloudfront.net/trip-data/green_tripdata_2025-05.parquet,False,403,919,2025-09-25T00:52:30Z,missing
2025,6,yellow,https://d37ci6vzurychx.cloudfront.net/trip-data/yellow_tripdata_2025-06.parquet,False,403,919,2025-09-25T00:52:30Z,missing
2025,6,green,https://d37ci6vzurychx.cloudfront.net/trip-data/green_tripdata_2025-06.parquet,False,403,919,2025-09-25T00:52:30Z,missing
2025,7,yellow,https://d37ci6vzurychx.cloudfront.net/trip-data/yellow_tripdata_2025-07.parquet,False,403,919,2025-09-25T00:52:30Z,missing
2025,7,green,https://d37ci6vzurychx.cloudfront.net/trip-data/green_tripdata_2025-07.parquet,False,403,919,2025-09-25T00:52:30Z,missing
2025,8,yellow,https://d37ci6vzurychx.cloudfront.net/trip-data/yellow_tripdata_2025-08.parquet,False,403,919,2025-09-25T00:52:30Z,missing
2025,8,green,https://d37ci6vzurychx.cloudfront.net/trip-data/green_tripdata_2025-08.parquet,False,403,919,2025-09-25T00:52:30Z,missing
2025,9,yellow,https://d37ci6vzurychx.cloudfront.net/trip-data/yellow_tripdata_2025-09.parquet,False,403,919,2025-09-25T00:52:30Z,missing
2025,9,green,https://d37ci6vzurychx.cloudfront.net/trip-data/green_tripdata_2025-09.parquet,False,403,919,2025-09-25T00:52:30Z,missing
2025,10,yellow,https://d37ci6vzurychx.cloudfront.net/trip-data/yellow_tripdata_2025-10.parquet,False,403,919,2025-09-25T00:52:30Z,missing
2025,10,green,https://d37ci6vzurychx.cloudfront.net/trip-data/green_tripdata_2025-10.parquet,False,403,919,2025-09-25T00:52:30Z,missing
2025,11,yellow,https://d37ci6vzurychx.cloudfront.net/trip-data/yellow_tripdata_2025-11.parquet,False,403,919,2025-09-25T00:52:30Z,missing
2025,11,green,https://d37ci6vzurychx.cloudfront.net/trip-data/green_tripdata_2025-11.parquet,False,403,919,2025-09-25T00:52:30Z,missing
2025,12,yellow,https://d37ci6vzurychx.cloudfront.net/trip-data/yellow_tripdata_2025-12.parquet,False,403,919,2025-09-25T00:52:30Z,missing
2025,12,green,https://d37ci6vzurychx.cloudfront.net/trip-data/green_tripdata_2025-12.parquet,False,403,919,2025-09-25T00:52:30Z,missing
